Color Partner Product,Partner Product Break down,ProductGroupDescription,Reporter,Year,Color Reporter Region,Partner,PartnerISO3,PartnerRegion,ProductCode,Region Product Break down,ReporterISO3,ReporterRegion,AHS Weighted Average (%),Country Growth (%),Export Product Share (%),Export Trade Value (US$ Thousand),Import Product Share (%),Import Trade Value (US$ Thousand),Number of Records,Revealed comparative advantage,Trade Balance,Trade Flow Selection,Trade Flow Share,World Growth (%)
Footwear,St. Kitts and Nevis,Footwear,France,2010,Latin America & Caribbean,St. Kitts and Nevis,KNA,Latin America & Caribbean,64-67_Footwear,Footwear,FRA,Europe & Central Asia,0,,,,3.249,$11.93 ,1,,,11.929,3.249,
Fuels,Jamaica,Fuels,France,2010,Latin America & Caribbean,Jamaica,JAM,Latin America & Caribbean,27-27_Fuels,Fuels,FRA,Europe & Central Asia,0,-14.12681413,0.76,$173.65 ,13.4115,"$1,652.87 ",1,0.03,-1479.221,1652.869,13.4115,6.526939654
Fuels,St. Lucia,Fuels,France,2010,Latin America & Caribbean,St. Lucia,LCA,Latin America & Caribbean,27-27_Fuels,Fuels,FRA,Europe & Central Asia,0,-44.85760645,0.05,$3.98 ,81.6667,"$1,688.66 ",1,0.03,-1684.68,1688.657,81.6667,0.650546974
Hides and Skins,Mexico,Hides and Skins,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,0,1.337286577,0.92,"$20,034.53 ",0.0509,$620.32 ,1,1.27,19414.202,620.323,0.0509,14.58736606
Mach and Elec,Jamaica,Machine and Electrical Equipment,France,2010,Latin America & Caribbean,Jamaica,JAM,Latin America & Caribbean,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,0,47.15583198,40.89,"$9,292.18 ",1.9789,$243.89 ,1,2.39,9048.294,243.887,1.9789,0.474436777
Mach and Elec,Mexico,Machine and Electrical Equipment,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,0,6.1541273,32.3,"$702,312.56 ",38.8052,"$472,479.35 ",1,0.7,229833.214,472479.349,38.8052,13.16028084
Mach and Elec,St. Kitts and Nevis,Machine and Electrical Equipment,France,2010,Latin America & Caribbean,St. Kitts and Nevis,KNA,Latin America & Caribbean,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,0,34.72499943,63.34,$959.71 ,40.7943,$149.78 ,1,2.7,809.927,149.779,40.7943,7.411463901
Mach and Elec,St. Lucia,Machine and Electrical Equipment,France,2010,Latin America & Caribbean,St. Lucia,LCA,Latin America & Caribbean,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,0,-11.85683532,8.74,$705.20 ,0.7692,$15.91 ,1,0.98,689.294,15.905,0.7692,-6.457334252
Metals,Jamaica,Metals,France,2010,Latin America & Caribbean,Jamaica,JAM,Latin America & Caribbean,72-83_Metals,Metals,FRA,Europe & Central Asia,0,17.50353367,2.53,$573.97 ,0.0323,$3.98 ,1,0.61,569.993,3.976,0.0323,0.349258701
Metals,Mexico,Metals,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,72-83_Metals,Metals,FRA,Europe & Central Asia,0,12.14881698,7.08,"$153,856.51 ",2.5732,"$31,330.29 ",1,0.82,122526.221,31330.287,2.5732,17.08229499
Metals,St. Lucia,Metals,France,2010,Latin America & Caribbean,St. Lucia,LCA,Latin America & Caribbean,72-83_Metals,Metals,FRA,Europe & Central Asia,0,-5.14060359,14.12,"$1,138.66 ",0.5128,$10.60 ,1,2.47,1128.052,10.604,0.5128,2.227765442
Minerals,Mexico,Minerals,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,25-26_Minerals,Minerals,FRA,Europe & Central Asia,0,74.41385782,0.07,"$1,544.28 ",1.0034,"$12,216.92 ",1,0.59,-10672.639,12216.917,1.0034,22.91697591
Miscellaneous,Jamaica,Miscellaneous,France,2010,Latin America & Caribbean,Jamaica,JAM,Latin America & Caribbean,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,0,21.16929598,12.09,"$2,746.56 ",0.5162,$63.62 ,1,1.22,2682.94,63.623,0.5162,-5.96781896
Miscellaneous,Mexico,Miscellaneous,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,0,7.9949367,8.51,"$184,964.77 ",29.5839,"$360,203.54 ",1,1.63,-175238.772,360203.539,29.5839,9.469597722
Miscellaneous,St. Kitts and Nevis,Miscellaneous,France,2010,Latin America & Caribbean,St. Kitts and Nevis,KNA,Latin America & Caribbean,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,0,-52.51288442,2.01,$30.49 ,0.3609,$1.33 ,1,0.08,29.164,1.325,0.3609,-2.771804656
Miscellaneous,St. Lucia,Miscellaneous,France,2010,Latin America & Caribbean,St. Lucia,LCA,Latin America & Caribbean,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,0,38.18080804,6.03,$486.48 ,0.3205,$6.63 ,1,0.47,479.853,6.627,0.3205,4.454096322
Plastic or Rubber,Mexico,Plastic or Rubber,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,0,12.00710846,6.14,"$133,457.45 ",4.7802,"$58,201.67 ",1,0.83,75255.781,58201.673,4.7802,17.44540182
Plastic or Rubber,St. Kitts and Nevis,Plastic or Rubber,France,2010,Latin America & Caribbean,St. Kitts and Nevis,KNA,Latin America & Caribbean,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,0,40.40066526,0.09,$1.33 ,1.0829,$3.98 ,1,0.32,-2.65,3.976,1.0829,-6.059344135
Plastic or Rubber,St. Lucia,Plastic or Rubber,France,2010,Latin America & Caribbean,St. Lucia,LCA,Latin America & Caribbean,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,0,-28.29442389,1.17,$94.12 ,0.5128,$10.60 ,1,0.59,83.511,10.604,0.5128,1.359374788
Stone and Glass,Mexico,Stone and Glass,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,68-71_StoneGlas,Stone and Glass,FRA,Europe & Central Asia,0,8.746533847,1.47,"$31,924.81 ",0.7605,"$9,259.78 ",1,1.15,22665.026,9259.779,0.7605,13.0299225
Textiles and Clothing,Jamaica,Textiles and Clothing,France,2010,Latin America & Caribbean,Jamaica,JAM,Latin America & Caribbean,50-63_TextCloth,Textiles and Clothing,FRA,Europe & Central Asia,0,305.1326254,0.33,$74.23 ,0.0753,$9.28 ,1,0.32,64.954,9.278,0.0753,3.522638677
Textiles and Clothing,Mexico,Textiles and Clothing,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,50-63_TextCloth,Textiles and Clothing,FRA,Europe & Central Asia,0,3.669907306,1.11,"$24,041.70 ",1.4718,"$17,920.44 ",1,0.24,6121.255,17920.441,1.4718,9.729898449
Textiles and Clothing,St. Kitts and Nevis,Textiles and Clothing,France,2010,Latin America & Caribbean,St. Kitts and Nevis,KNA,Latin America & Caribbean,50-63_TextCloth,Textiles and Clothing,FRA,Europe & Central Asia,0,,0.18,$2.65 ,2.8881,$10.60 ,1,,-7.953,10.604,2.8881,
Transportation,Mexico,Transportation,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,86-89_Transport,Transportation,FRA,Europe & Central Asia,0,19.7199144,6.05,"$131,630.83 ",4.6386,"$56,478.55 ",1,0.85,75152.279,56478.553,4.6386,15.39740548
Vegetable,Jamaica,Vegetable,France,2010,Latin America & Caribbean,Jamaica,JAM,Latin America & Caribbean,06-15_Vegetable,Vegetable,FRA,Europe & Central Asia,0,,0.75,$169.67 ,4.5279,$558.03 ,1,,-388.353,558.025,4.5279,
Vegetable,Mexico,Vegetable,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,06-15_Vegetable,Vegetable,FRA,Europe & Central Asia,0.883089635,6.04775899,0.79,"$17,242.89 ",5.0807,"$61,861.31 ",1,0.34,-44618.42,61861.314,5.0807,5.06160677
Vegetable,St. Lucia,Vegetable,France,2010,Latin America & Caribbean,St. Lucia,LCA,Latin America & Caribbean,06-15_Vegetable,Vegetable,FRA,Europe & Central Asia,0,15.73195182,6.24,$503.71 ,0.9615,$19.88 ,1,2.86,483.832,19.882,0.9615,-2.230098488
Wood,Jamaica,Wood,France,2010,Latin America & Caribbean,Jamaica,JAM,Latin America & Caribbean,44-49_Wood,Wood,FRA,Europe & Central Asia,0,2.67256742,0.61,$137.86 ,11.4541,"$1,411.63 ",1,0.42,-1273.773,1411.632,11.4541,5.158315461
Wood,Mexico,Wood,France,2010,Latin America & Caribbean,Mexico,MEX,Latin America & Caribbean,44-49_Wood,Wood,FRA,Europe & Central Asia,0,5.248430868,1.59,"$34,667.39 ",0.2658,"$3,236.81 ",1,0.51,31430.577,3236.814,0.2658,9.70159485
Wood,St. Lucia,Wood,France,2010,Latin America & Caribbean,St. Lucia,LCA,Latin America & Caribbean,44-49_Wood,Wood,FRA,Europe & Central Asia,0,25.7855064,0.51,$41.09 ,6.859,$141.83 ,1,0.09,-100.733,141.826,6.859,-1.229793715
Animal,Israel,Animal,France,2010,Middle East & North Africa,Israel,ISR,Middle East & North Africa,01-05_Animal,Animal,FRA,Europe & Central Asia,0.27009474,37.97267242,0.58,"$8,905.12 ",0.3937,"$4,868.48 ",1,0.91,4036.641,4868.476,0.3937,19.97980398
Animal,Malta,Animal,France,2010,Middle East & North Africa,Malta,MLT,Middle East & North Africa,01-05_Animal,Animal,FRA,Europe & Central Asia,,19.7996514,2.67,"$16,092.31 ",0.8461,"$4,073.19 ",1,1.09,12019.117,4073.189,0.8461,-1.143030379
Fuels,Albania,Fuels,France,2010,Europe & Central Asia,Albania,ALB,Europe & Central Asia,27-27_Fuels,Fuels,FRA,Europe & Central Asia,0,3.815715225,0.61,$372.48 ,0.8836,$316.79 ,1,0.03,55.694,316.789,0.8836,8.878223707
Fuels,Andorra,Fuels,France,2010,Europe & Central Asia,Andorra,AND,Europe & Central Asia,27-27_Fuels,Fuels,FRA,Europe & Central Asia,0,5.720847413,18.5,"$57,079.97 ",0.0217,$2.65 ,1,2.11,57077.32,2.651,0.0217,7.412528788
Fuels,Austria,Fuels,France,2010,Europe & Central Asia,Austria,AUT,Europe & Central Asia,27-27_Fuels,Fuels,FRA,Europe & Central Asia,,-3.538459871,0.44,"$19,760.13 ",0.4833,"$28,399.66 ",1,0.04,-8639.525,28399.659,0.4833,6.45878874
Fuels,Azerbaijan,Fuels,France,2010,Europe & Central Asia,Azerbaijan,AZE,Europe & Central Asia,27-27_Fuels,Fuels,FRA,Europe & Central Asia,0.001106646,71.00080483,0.09,$120.63 ,99.861,"$1,642,287.90 ",1,0.43,-1642167.278,1642287.904,99.861,7.792409289
Fuels,Belgium,Fuels,France,2010,Europe & Central Asia,Belgium,BEL,Europe & Central Asia,27-27_Fuels,Fuels,FRA,Europe & Central Asia,,15.59290924,3.32,"$1,278,727.34 ",25.9794,"$12,208,553.05 ",1,0.23,-10929825.71,12208553.05,25.9794,11.37687442
Fuels,Netherlands,Fuels,France,2010,Europe & Central Asia,Netherlands,NLD,Europe & Central Asia,27-27_Fuels,Fuels,FRA,Europe & Central Asia,,20.59978402,12.55,"$2,677,893.81 ",12.5989,"$3,173,451.84 ",1,0.76,-495558.026,3173451.836,12.5989,19.00002095
Fuels,Norway,Fuels,France,2010,Europe & Central Asia,Norway,NOR,Europe & Central Asia,27-27_Fuels,Fuels,FRA,Europe & Central Asia,0,24.89707214,5.5,"$107,431.40 ",72.3998,"$4,699,137.57 ",1,0.6,-4591706.178,4699137.573,72.3998,21.42268661
Hides and Skins,Albania,Hides and Skins,France,2010,Europe & Central Asia,Albania,ALB,Europe & Central Asia,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,0,-26.66300076,0.02,$14.58 ,0.4954,$177.61 ,1,0.01,-163.033,177.614,0.4954,5.092997932
Hides and Skins,Andorra,Hides and Skins,France,2010,Europe & Central Asia,Andorra,AND,Europe & Central Asia,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,0,-8.31830812,1.82,"$5,629.66 ",0.825,$100.74 ,1,1.2,5528.92,100.737,0.825,-1.498910824
Hides and Skins,Armenia,Hides and Skins,France,2010,Europe & Central Asia,Armenia,ARM,Europe & Central Asia,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,2.515849893,10.87091911,1.38,$689.29 ,9.7871,$919.88 ,1,4.3,-230.589,919.881,9.7871,8.413955385
Hides and Skins,Austria,Hides and Skins,France,2010,Europe & Central Asia,Austria,AUT,Europe & Central Asia,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,,13.36683663,0.96,"$42,991.91 ",0.0627,"$3,683.50 ",1,1.16,39308.411,3683.5,0.0627,9.178909677
Hides and Skins,Azerbaijan,Hides and Skins,France,2010,Europe & Central Asia,Azerbaijan,AZE,Europe & Central Asia,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,3,-13.60287374,0.57,$791.36 ,0.0002,$2.65 ,1,3.25,788.709,2.651,0.0002,-5.492925789
Hides and Skins,Belgium,Hides and Skins,France,2010,Europe & Central Asia,Belgium,BEL,Europe & Central Asia,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,,-2.53070746,0.39,"$148,486.66 ",0.1763,"$82,850.23 ",1,0.93,65636.427,82850.234,0.1763,3.356759757
Hides and Skins,Netherlands,Hides and Skins,France,2010,Europe & Central Asia,Netherlands,NLD,Europe & Central Asia,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,,-0.950111922,0.21,"$44,229.99 ",0.1526,"$38,432.19 ",1,0.46,5797.793,38432.192,0.1526,8.734396225
Hides and Skins,Norway,Hides and Skins,France,2010,Europe & Central Asia,Norway,NOR,Europe & Central Asia,41-43_HidesSkin,Hides and Skins,FRA,Europe & Central Asia,0,-4.415292255,0.38,"$7,388.68 ",0.0174,"$1,127.98 ",1,0.62,6260.696,1127.98,0.0174,7.066285021
Mach and Elec,Albania,Machine and Electrical Equipment,France,2010,Europe & Central Asia,Albania,ALB,Europe & Central Asia,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,0,-45.81048075,5.66,"$3,462.36 ",9.4388,"$3,383.94 ",1,0.8,78.422,3383.942,9.4388,-5.925843843
Mach and Elec,Andorra,Machine and Electrical Equipment,France,2010,Europe & Central Asia,Andorra,AND,Europe & Central Asia,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,0,-10.42792749,11.48,"$35,408.38 ",10.3778,"$1,267.16 ",1,0.86,34141.224,1267.155,10.3778,-8.437165308
Mach and Elec,Armenia,Machine and Electrical Equipment,France,2010,Europe & Central Asia,Armenia,ARM,Europe & Central Asia,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,0.45809762,-13.99941924,28.14,"$14,017.81 ",15.1883,"$1,427.54 ",1,1.51,12590.267,1427.538,15.1883,1.437601579
Mach and Elec,Austria,Machine and Electrical Equipment,France,2010,Europe & Central Asia,Austria,AUT,Europe & Central Asia,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,,-1.370903634,19.77,"$882,920.21 ",22.9853,"$1,350,675.12 ",1,0.8,-467754.911,1350675.124,22.9853,4.116657121
Mach and Elec,Azerbaijan,Machine and Electrical Equipment,France,2010,Europe & Central Asia,Azerbaijan,AZE,Europe & Central Asia,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,2.542323006,-13.30633811,39.72,"$55,172.49 ",0.055,$905.30 ,1,1.6,54267.188,905.301,0.055,-5.453097106
Mach and Elec,Belgium,Machine and Electrical Equipment,France,2010,Europe & Central Asia,Belgium,BEL,Europe & Central Asia,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,,-0.884176553,11.12,"$4,278,810.62 ",7.6154,"$3,578,709.65 ",1,0.88,700100.974,3578709.645,7.6154,2.759933385
Mach and Elec,Netherlands,Machine and Electrical Equipment,France,2010,Europe & Central Asia,Netherlands,NLD,Europe & Central Asia,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,,-0.003648592,16.85,"$3,594,542.92 ",14.5148,"$3,656,040.59 ",1,0.68,-61497.679,3656040.594,14.5148,8.73252244
Mach and Elec,Norway,Machine and Electrical Equipment,France,2010,Europe & Central Asia,Norway,NOR,Europe & Central Asia,84-85_MachElec,Mach and Elec,FRA,Europe & Central Asia,0,2.06989704,21.52,"$420,136.47 ",3.2482,"$210,823.66 ",1,1.03,209312.811,210823.663,3.2482,-1.190222843
Metals,Albania,Metals,France,2010,Europe & Central Asia,Albania,ALB,Europe & Central Asia,72-83_Metals,Metals,FRA,Europe & Central Asia,0,0.928452875,1.68,"$1,025.98 ",5.9191,"$2,122.09 ",1,0.06,-1096.103,2122.087,5.9191,2.944594566
Metals,Andorra,Metals,France,2010,Europe & Central Asia,Andorra,AND,Europe & Central Asia,72-83_Metals,Metals,FRA,Europe & Central Asia,0,0.464228624,2.14,"$6,597.32 ",21.7,"$2,649.63 ",1,0.65,3947.69,2649.627,21.7,-8.019409437
Metals,Armenia,Metals,France,2010,Europe & Central Asia,Armenia,ARM,Europe & Central Asia,72-83_Metals,Metals,FRA,Europe & Central Asia,2.745918039,-8.117402211,4.54,"$2,260.08 ",45.452,"$4,272.01 ",1,0.33,-2011.928,4272.009,45.452,-0.959053765
Metals,Austria,Metals,France,2010,Europe & Central Asia,Austria,AUT,Europe & Central Asia,72-83_Metals,Metals,FRA,Europe & Central Asia,,15.47736013,12.16,"$543,104.77 ",16.8033,"$987,408.41 ",1,1.3,-444303.643,987408.41,16.8033,11.52365264
Metals,Azerbaijan,Metals,France,2010,Europe & Central Asia,Azerbaijan,AZE,Europe & Central Asia,72-83_Metals,Metals,FRA,Europe & Central Asia,3.228249344,-21.43935844,2.91,"$4,044.29 ",0.0095,$156.41 ,1,0.22,3887.88,156.406,0.0095,18.10302282
Metals,Belgium,Metals,France,2010,Europe & Central Asia,Belgium,BEL,Europe & Central Asia,72-83_Metals,Metals,FRA,Europe & Central Asia,,9.270326067,11.53,"$4,437,062.69 ",12.6509,"$5,945,073.54 ",1,1.45,-1508010.857,5945073.543,12.6509,11.45414572
Metals,Netherlands,Metals,France,2010,Europe & Central Asia,Netherlands,NLD,Europe & Central Asia,72-83_Metals,Metals,FRA,Europe & Central Asia,,2.80786602,5.43,"$1,159,246.60 ",6.3979,"$1,611,524.92 ",1,0.94,-452278.317,1611524.921,6.3979,11.14919428
Metals,Norway,Metals,France,2010,Europe & Central Asia,Norway,NOR,Europe & Central Asia,72-83_Metals,Metals,FRA,Europe & Central Asia,0,23.82327902,8.67,"$169,377.50 ",6.3552,"$412,484.31 ",1,0.63,-243106.807,412484.307,6.3552,9.102670044
Minerals,Albania,Minerals,France,2010,Europe & Central Asia,Albania,ALB,Europe & Central Asia,25-26_Minerals,Minerals,FRA,Europe & Central Asia,0,-39.88208575,,,0.4437,$159.06 ,1,0.02,,159.057,0.4437,-21.01222357
Minerals,Andorra,Minerals,France,2010,Europe & Central Asia,Andorra,AND,Europe & Central Asia,25-26_Minerals,Minerals,FRA,Europe & Central Asia,0,-37.53203944,0.44,"$1,350.75 ",0.0109,$1.33 ,1,0.52,1349.421,1.325,0.0109,-13.88943712
Minerals,Austria,Minerals,France,2010,Europe & Central Asia,Austria,AUT,Europe & Central Asia,25-26_Minerals,Minerals,FRA,Europe & Central Asia,,9.348967236,0.3,"$13,242.35 ",0.0952,"$5,596.16 ",1,0.32,7646.189,5596.162,0.0952,37.18216968
Minerals,Belgium,Minerals,France,2010,Europe & Central Asia,Belgium,BEL,Europe & Central Asia,25-26_Minerals,Minerals,FRA,Europe & Central Asia,,8.950701347,0.53,"$205,039.06 ",0.7522,"$353,460.84 ",1,0.48,-148421.781,353460.84,0.7522,32.60428268
Minerals,Netherlands,Minerals,France,2010,Europe & Central Asia,Netherlands,NLD,Europe & Central Asia,25-26_Minerals,Minerals,FRA,Europe & Central Asia,,0.866315159,0.26,"$56,181.24 ",0.2764,"$69,627.28 ",1,0.29,-13446.039,69627.28,0.2764,22.89335656
Minerals,Norway,Minerals,France,2010,Europe & Central Asia,Norway,NOR,Europe & Central Asia,25-26_Minerals,Minerals,FRA,Europe & Central Asia,0,69.7582577,1.32,"$25,705.27 ",0.8503,"$55,191.52 ",1,0.65,-29486.243,55191.516,0.8503,10.46659999
Miscellaneous,Albania,Miscellaneous,France,2010,Europe & Central Asia,Albania,ALB,Europe & Central Asia,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,0,24.0544735,4.4,"$2,694.87 ",5.3904,"$1,932.55 ",1,0.64,762.32,1932.545,5.3904,4.991655856
Miscellaneous,Andorra,Miscellaneous,France,2010,Europe & Central Asia,Andorra,AND,Europe & Central Asia,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,0,-3.890832251,6.15,"$18,984.68 ",9.7916,"$1,195.58 ",1,0.66,17789.102,1195.578,9.7916,-2.296729655
Miscellaneous,Armenia,Miscellaneous,France,2010,Europe & Central Asia,Armenia,ARM,Europe & Central Asia,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,0.987593116,-0.452960064,3.54,"$1,763.00 ",0.1128,$10.60 ,1,0.4,1752.391,10.604,0.1128,54.56500532
Miscellaneous,Austria,Miscellaneous,France,2010,Europe & Central Asia,Austria,AUT,Europe & Central Asia,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,,-1.289765235,9.89,"$441,706.00 ",5.3947,"$317,007.59 ",1,0.73,124698.411,317007.585,5.3947,3.766057805
Miscellaneous,Azerbaijan,Miscellaneous,France,2010,Europe & Central Asia,Azerbaijan,AZE,Europe & Central Asia,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,3.010023162,64.88354119,18.6,"$25,828.55 ",0.0078,$128.57 ,1,4.69,25699.98,128.57,0.0078,-10.3292883
Miscellaneous,Belgium,Miscellaneous,France,2010,Europe & Central Asia,Belgium,BEL,Europe & Central Asia,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,,-4.301670198,5.61,"$2,160,038.32 ",3.1362,"$1,473,802.61 ",1,0.61,686235.712,1473802.612,3.1362,2.154257362
Miscellaneous,Netherlands,Miscellaneous,France,2010,Europe & Central Asia,Netherlands,NLD,Europe & Central Asia,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,,-20.60633904,14.35,"$3,060,626.94 ",3.2433,"$816,929.60 ",1,0.31,2243697.337,816929.6,3.2433,2.200150688
Miscellaneous,Norway,Miscellaneous,France,2010,Europe & Central Asia,Norway,NOR,Europe & Central Asia,90-99_Miscellan,Miscellaneous,FRA,Europe & Central Asia,0,0.877317794,8.7,"$169,955.44 ",1.3522,"$87,765.10 ",1,0.59,82190.343,87765.1,1.3522,7.672321721
Plastic or Rubber,Albania,Plastic or Rubber,France,2010,Europe & Central Asia,Albania,ALB,Europe & Central Asia,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,0,-43.07036608,1.36,$833.78 ,1.3458,$482.47 ,1,0.37,351.304,482.474,1.3458,-1.127464965
Plastic or Rubber,Andorra,Plastic or Rubber,France,2010,Europe & Central Asia,Andorra,AND,Europe & Central Asia,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,0,-5.187984651,1.76,"$5,426.85 ",0.1628,$19.88 ,1,0.95,5406.963,19.882,0.1628,-3.937274274
Plastic or Rubber,Armenia,Plastic or Rubber,France,2010,Europe & Central Asia,Armenia,ARM,Europe & Central Asia,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,0,33.02361722,3.12,"$1,553.56 ",2.7641,$259.79 ,1,1.37,1293.764,259.793,2.7641,6.689342116
Plastic or Rubber,Austria,Plastic or Rubber,France,2010,Europe & Central Asia,Austria,AUT,Europe & Central Asia,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,,4.343533962,7.84,"$350,145.54 ",7.6378,"$448,815.62 ",1,1.39,-98670.077,448815.618,7.6378,6.68892167
Plastic or Rubber,Azerbaijan,Plastic or Rubber,France,2010,Europe & Central Asia,Azerbaijan,AZE,Europe & Central Asia,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,6.5,-9.378270323,0.53,$733.04 ,0.0001,$1.33 ,1,0.42,731.71,1.325,0.0001,15.30428104
Plastic or Rubber,Belgium,Plastic or Rubber,France,2010,Europe & Central Asia,Belgium,BEL,Europe & Central Asia,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,,2.169666129,5.24,"$2,015,993.62 ",7.6409,"$3,590,711.84 ",1,0.88,-1574718.218,3590711.835,7.6409,8.486656215
Plastic or Rubber,Netherlands,Plastic or Rubber,France,2010,Europe & Central Asia,Netherlands,NLD,Europe & Central Asia,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,,1.710873893,5.01,"$1,069,406.72 ",7.8191,"$1,969,508.29 ",1,1.28,-900101.562,1969508.285,7.8191,7.801326587
Plastic or Rubber,Norway,Plastic or Rubber,France,2010,Europe & Central Asia,Norway,NOR,Europe & Central Asia,39-40_PlastiRub,Plastic or Rubber,FRA,Europe & Central Asia,0,1.422083115,3.5,"$68,394.96 ",0.1641,"$10,650.20 ",1,1.28,57744.754,10650.203,0.1641,5.351176828
Stone and Glass,Albania,Stone and Glass,France,2010,Europe & Central Asia,Albania,ALB,Europe & Central Asia,68-71_StoneGlas,Stone and Glass,FRA,Europe & Central Asia,0,6.632798078,0.46,$281.02 ,0.4547,$163.03 ,1,0.12,117.986,163.033,0.4547,-0.259861044
Stone and Glass,Andorra,Stone and Glass,France,2010,Europe & Central Asia,Andorra,AND,Europe & Central Asia,68-71_StoneGlas,Stone and Glass,FRA,Europe & Central Asia,0,-1.728697601,0.98,"$3,020.95 ",2.4859,$303.53 ,1,0.52,2717.418,303.534,2.4859,-5.471329453
Stone and Glass,Armenia,Stone and Glass,France,2010,Europe & Central Asia,Armenia,ARM,Europe & Central Asia,68-71_StoneGlas,Stone and Glass,FRA,Europe & Central Asia,0.763628245,41.94968326,9.69,"$4,826.37 ",0.4654,$43.74 ,1,1.04,4782.628,43.74,0.4654,15.15955392
Stone and Glass,Austria,Stone and Glass,France,2010,Europe & Central Asia,Austria,AUT,Europe & Central Asia,68-71_StoneGlas,Stone and Glass,FRA,Europe & Central Asia,,-0.779223405,2.34,"$104,484.67 ",2.414,"$141,853.82 ",1,0.62,-37369.146,141853.819,2.414,-0.810362397
Stone and Glass,Belgium,Stone and Glass,France,2010,Europe & Central Asia,Belgium,BEL,Europe & Central Asia,68-71_StoneGlas,Stone and Glass,FRA,Europe & Central Asia,,6.500007716,1.54,"$593,745.16 ",2.3782,"$1,117,604.66 ",1,0.3,-523859.502,1117604.664,2.3782,15.16740356
Stone and Glass,Netherlands,Stone and Glass,France,2010,Europe & Central Asia,Netherlands,NLD,Europe & Central Asia,68-71_StoneGlas,Stone and Glass,FRA,Europe & Central Asia,,-11.90538248,0.99,"$211,882.93 ",0.8336,"$209,981.99 ",1,0.68,1900.943,209981.986,0.8336,4.473486589
Stone and Glass,Norway,Stone and Glass,France,2010,Europe & Central Asia,Norway,NOR,Europe & Central Asia,68-71_StoneGlas,Stone and Glass,FRA,Europe & Central Asia,0,7.949111067,2.49,"$48,563.24 ",0.2781,"$18,047.69 ",1,0.8,30515.556,18047.687,0.2781,7.96995835
